X,CH1,CH3,Start,Increment,
Sequence,Volt,Volt,-3.000000e+00,5.000000e-03
0,7.00e+00,6.40e+00,
1,6.80e+00,6.00e+00,
2,6.80e+00,6.40e+00,
3,7.00e+00,6.00e+00,
4,7.00e+00,6.40e+00,
5,6.80e+00,6.00e+00,
6,7.00e+00,6.00e+00,
7,6.80e+00,6.40e+00,
8,7.00e+00,6.40e+00,
9,6.80e+00,6.00e+00,
10,7.00e+00,6.40e+00,
11,6.80e+00,6.00e+00,
12,7.00e+00,6.40e+00,
13,6.80e+00,6.00e+00,
14,7.00e+00,6.40e+00,
15,6.80e+00,6.00e+00,
16,7.00e+00,6.40e+00,
17,6.80e+00,6.00e+00,
18,7.00e+00,6.40e+00,
19,6.80e+00,-4.00e-01,
20,7.00e+00,-4.00e-01,
21,6.80e+00,0.00e+00,
22,7.00e+00,-4.00e-01,
23,6.60e+00,0.00e+00,
24,6.80e+00,0.00e+00,
25,7.00e+00,-4.00e-01,
26,7.00e+00,0.00e+00,
27,6.80e+00,-4.00e-01,
28,7.00e+00,0.00e+00,
29,6.80e+00,-4.00e-01,
30,7.00e+00,-4.00e-01,
31,6.80e+00,0.00e+00,
32,7.00e+00,0.00e+00,
33,6.80e+00,-4.00e-01,
34,7.00e+00,0.00e+00,
35,6.80e+00,-4.00e-01,
36,7.00e+00,-4.00e-01,
37,6.80e+00,0.00e+00,
38,7.00e+00,-4.00e-01,
39,6.80e+00,0.00e+00,
40,7.00e+00,-4.00e-01,
41,6.80e+00,0.00e+00,
42,7.00e+00,0.00e+00,
43,6.80e+00,-4.00e-01,
44,7.00e+00,0.00e+00,
45,6.80e+00,-4.00e-01,
46,6.80e+00,-4.00e-01,
47,7.00e+00,0.00e+00,
48,7.00e+00,0.00e+00,
49,6.80e+00,-4.00e-01,
50,7.00e+00,-4.00e-01,
51,-2.00e-01,6.00e+00,
52,0.00e+00,5.60e+00,
53,-2.00e-01,6.00e+00,
54,0.00e+00,6.00e+00,
55,-2.00e-01,5.60e+00,
56,0.00e+00,5.60e+00,
57,-2.00e-01,6.00e+00,
58,0.00e+00,5.60e+00,
59,-2.00e-01,6.40e+00,
60,0.00e+00,5.60e+00,
61,-2.00e-01,6.40e+00,
62,-2.00e-01,6.40e+00,
63,0.00e+00,6.00e+00,
64,0.00e+00,6.40e+00,
65,-2.00e-01,6.00e+00,
66,0.00e+00,6.40e+00,
67,-2.00e-01,6.00e+00,
68,0.00e+00,6.40e+00,
69,-2.00e-01,6.00e+00,
70,0.00e+00,6.40e+00,
71,-2.00e-01,6.00e+00,
72,0.00e+00,6.40e+00,
73,-2.00e-01,6.00e+00,
74,0.00e+00,6.40e+00,
75,-2.00e-01,6.00e+00,
76,0.00e+00,6.40e+00,
77,-2.00e-01,6.00e+00,
78,0.00e+00,6.40e+00,
79,-2.00e-01,6.00e+00,
80,0.00e+00,6.40e+00,
81,-2.00e-01,6.00e+00,
82,0.00e+00,6.40e+00,
83,-2.00e-01,6.00e+00,
84,-2.00e-01,6.40e+00,
85,0.00e+00,6.00e+00,
86,0.00e+00,6.00e+00,
87,-2.00e-01,6.40e+00,
88,0.00e+00,6.40e+00,
89,-2.00e-01,6.00e+00,
90,0.00e+00,6.40e+00,
91,-2.00e-01,6.00e+00,
92,0.00e+00,6.40e+00,
93,-2.00e-01,6.00e+00,
94,0.00e+00,6.40e+00,
95,-2.00e-01,6.00e+00,
96,0.00e+00,6.40e+00,
97,-2.00e-01,6.00e+00,
98,0.00e+00,6.40e+00,
99,-2.00e-01,6.00e+00,
100,-2.00e-01,6.40e+00,
101,0.00e+00,6.00e+00,
102,0.00e+00,6.40e+00,
103,-2.00e-01,6.00e+00,
104,0.00e+00,6.40e+00,
105,-2.00e-01,6.00e+00,
106,0.00e+00,6.00e+00,
107,-2.00e-01,6.40e+00,
108,-2.00e-01,6.00e+00,
109,0.00e+00,6.40e+00,
110,0.00e+00,6.00e+00,
111,-2.00e-01,6.40e+00,
112,0.00e+00,6.40e+00,
113,-2.00e-01,6.00e+00,
114,0.00e+00,6.40e+00,
115,-2.00e-01,6.00e+00,
116,0.00e+00,6.40e+00,
117,-2.00e-01,6.00e+00,
118,-2.00e-01,6.40e+00,
119,0.00e+00,6.00e+00,
120,-2.00e-01,6.00e+00,
121,4.00e-01,7.20e+00,
122,0.00e+00,6.40e+00,
123,6.00e-01,8.80e+00,
124,6.00e-01,4.80e+00,
125,2.00e-01,8.80e+00,
126,2.00e-01,8.00e+00,
127,6.40e+00,5.60e+00,
128,6.00e+00,7.60e+00,
129,6.40e+00,6.40e+00,
130,6.40e+00,6.80e+00,
131,6.20e+00,6.40e+00,
132,6.20e+00,6.80e+00,
133,6.60e+00,6.40e+00,
134,6.40e+00,6.80e+00,
135,6.60e+00,6.80e+00,
136,6.40e+00,6.80e+00,
137,6.80e+00,6.80e+00,
138,6.80e+00,6.80e+00,
139,6.60e+00,6.80e+00,
140,6.80e+00,6.80e+00,
141,6.60e+00,6.80e+00,
142,6.80e+00,6.80e+00,
143,6.60e+00,6.80e+00,
144,6.60e+00,6.80e+00,
145,7.00e+00,6.80e+00,
146,7.00e+00,6.80e+00,
147,6.80e+00,6.80e+00,
148,7.00e+00,6.80e+00,
149,6.80e+00,6.40e+00,
150,7.00e+00,6.80e+00,
151,6.80e+00,6.00e+00,
152,7.00e+00,6.80e+00,
153,6.80e+00,6.00e+00,
154,7.00e+00,6.80e+00,
155,6.80e+00,6.00e+00,
156,7.00e+00,6.80e+00,
157,6.80e+00,6.00e+00,
158,7.00e+00,6.80e+00,
159,6.80e+00,6.00e+00,
160,7.00e+00,6.00e+00,
161,6.80e+00,6.80e+00,
162,7.00e+00,6.00e+00,
163,6.80e+00,6.80e+00,
164,7.00e+00,6.40e+00,
165,6.80e+00,6.00e+00,
166,7.00e+00,6.00e+00,
167,6.80e+00,6.80e+00,
168,7.00e+00,6.00e+00,
169,6.80e+00,6.80e+00,
170,7.00e+00,6.00e+00,
171,6.80e+00,6.80e+00,
172,7.00e+00,6.00e+00,
173,6.80e+00,6.40e+00,
174,7.00e+00,6.40e+00,
175,6.80e+00,6.00e+00,
176,7.00e+00,6.40e+00,
177,6.80e+00,6.00e+00,
178,7.00e+00,6.40e+00,
179,6.80e+00,6.00e+00,
180,7.00e+00,6.40e+00,
181,6.80e+00,6.00e+00,
182,7.00e+00,6.40e+00,
183,6.80e+00,6.00e+00,
184,7.00e+00,6.40e+00,
185,6.80e+00,6.00e+00,
186,7.00e+00,6.40e+00,
187,6.80e+00,6.00e+00,
188,7.00e+00,6.40e+00,
189,6.80e+00,6.00e+00,
190,7.00e+00,6.40e+00,
191,6.80e+00,6.00e+00,
192,7.00e+00,6.00e+00,
193,6.80e+00,6.40e+00,
194,7.00e+00,6.00e+00,
195,6.80e+00,6.40e+00,
196,7.00e+00,6.40e+00,
197,6.80e+00,6.00e+00,
198,7.00e+00,6.00e+00,
199,6.80e+00,6.80e+00,
200,7.00e+00,6.00e+00,
201,6.80e+00,6.40e+00,
202,7.00e+00,6.40e+00,
203,6.80e+00,6.00e+00,
204,7.00e+00,6.40e+00,
205,6.80e+00,6.00e+00,
206,7.00e+00,6.00e+00,
207,6.80e+00,6.40e+00,
208,7.00e+00,6.40e+00,
209,6.80e+00,6.00e+00,
210,7.00e+00,6.40e+00,
211,6.80e+00,6.00e+00,
212,7.00e+00,6.40e+00,
213,6.80e+00,-4.00e-01,
214,7.00e+00,0.00e+00,
215,6.80e+00,-4.00e-01,
216,7.00e+00,0.00e+00,
217,6.80e+00,-4.00e-01,
218,7.00e+00,0.00e+00,
219,6.80e+00,-4.00e-01,
220,7.00e+00,-4.00e-01,
221,6.80e+00,0.00e+00,
222,7.00e+00,0.00e+00,
223,6.80e+00,-4.00e-01,
224,7.00e+00,-4.00e-01,
225,6.80e+00,0.00e+00,
226,7.00e+00,0.00e+00,
227,6.80e+00,-4.00e-01,
228,7.00e+00,-4.00e-01,
229,6.80e+00,0.00e+00,
230,7.00e+00,0.00e+00,
231,6.80e+00,-4.00e-01,
232,7.00e+00,-4.00e-01,
233,6.80e+00,0.00e+00,
234,7.00e+00,0.00e+00,
235,6.80e+00,-4.00e-01,
236,6.80e+00,0.00e+00,
237,7.00e+00,-4.00e-01,
238,7.00e+00,-4.00e-01,
239,6.80e+00,0.00e+00,
240,6.80e+00,0.00e+00,
241,7.00e+00,-4.00e-01,
242,7.00e+00,-4.00e-01,
243,6.80e+00,0.00e+00,
244,7.00e+00,-4.00e-01,
245,-2.00e-01,6.00e+00,
246,0.00e+00,5.60e+00,
247,-2.00e-01,6.00e+00,
248,0.00e+00,6.00e+00,
249,-2.00e-01,5.60e+00,
250,0.00e+00,6.00e+00,
251,-2.00e-01,5.60e+00,
252,0.00e+00,5.60e+00,
253,-2.00e-01,6.00e+00,
254,0.00e+00,5.60e+00,
255,-2.00e-01,6.40e+00,
256,0.00e+00,6.40e+00,
257,-2.00e-01,6.00e+00,
258,0.00e+00,6.40e+00,
259,-2.00e-01,6.00e+00,
260,0.00e+00,6.40e+00,
261,-2.00e-01,6.00e+00,
262,0.00e+00,6.40e+00,
263,-2.00e-01,6.00e+00,
264,-2.00e-01,6.00e+00,
265,0.00e+00,6.40e+00,
266,0.00e+00,6.40e+00,
267,-2.00e-01,6.00e+00,
268,0.00e+00,6.40e+00,
269,-2.00e-01,6.00e+00,
270,0.00e+00,6.40e+00,
271,-2.00e-01,6.00e+00,
272,0.00e+00,6.40e+00,
273,-2.00e-01,6.00e+00,
274,0.00e+00,6.40e+00,
275,-2.00e-01,6.00e+00,
276,-2.00e-01,6.00e+00,
277,0.00e+00,6.40e+00,
278,-2.00e-01,6.00e+00,
279,0.00e+00,6.40e+00,
280,0.00e+00,6.40e+00,
281,-2.00e-01,6.00e+00,
282,0.00e+00,6.00e+00,
283,-2.00e-01,6.40e+00,
284,0.00e+00,6.40e+00,
285,-2.00e-01,6.00e+00,
286,0.00e+00,6.00e+00,
287,-2.00e-01,6.40e+00,
288,-2.00e-01,6.00e+00,
289,0.00e+00,6.40e+00,
290,0.00e+00,6.40e+00,
291,-2.00e-01,6.00e+00,
292,0.00e+00,6.40e+00,
293,-2.00e-01,6.00e+00,
294,0.00e+00,6.40e+00,
295,-2.00e-01,6.00e+00,
296,0.00e+00,6.40e+00,
297,-2.00e-01,6.00e+00,
298,-2.00e-01,6.40e+00,
299,0.00e+00,6.00e+00,
300,-2.00e-01,6.40e+00,
301,0.00e+00,6.00e+00,
302,0.00e+00,6.40e+00,
303,-2.00e-01,6.00e+00,
304,-2.00e-01,6.00e+00,
305,0.00e+00,6.40e+00,
306,-2.00e-01,6.40e+00,
307,0.00e+00,6.00e+00,
308,0.00e+00,6.00e+00,
309,-2.00e-01,6.40e+00,
310,-2.00e-01,6.40e+00,
311,0.00e+00,6.00e+00,
312,0.00e+00,6.00e+00,
313,-2.00e-01,6.40e+00,
314,-2.00e-01,6.00e+00,
315,0.00e+00,6.40e+00,
316,-2.00e-01,6.00e+00,
317,6.00e-01,8.80e+00,
318,6.00e-01,5.60e+00,
319,2.00e-01,8.80e+00,
320,2.00e-01,6.00e+00,
321,6.40e+00,8.00e+00,
322,6.40e+00,7.60e+00,
323,6.00e+00,6.40e+00,
324,6.40e+00,6.80e+00,
325,6.00e+00,6.40e+00,
326,6.40e+00,6.80e+00,
327,6.20e+00,6.80e+00,
328,6.20e+00,6.80e+00,
329,6.60e+00,6.80e+00,
330,6.40e+00,6.80e+00,
331,6.80e+00,6.80e+00,
332,6.80e+00,6.80e+00,
333,6.60e+00,6.80e+00,
334,6.80e+00,6.80e+00,
335,6.60e+00,6.80e+00,
336,6.80e+00,6.80e+00,
337,6.60e+00,6.80e+00,
338,6.60e+00,6.80e+00,
339,7.00e+00,6.80e+00,
340,7.00e+00,6.80e+00,
341,6.80e+00,6.40e+00,
342,7.00e+00,6.80e+00,
343,6.80e+00,6.40e+00,
344,7.00e+00,6.80e+00,
345,6.80e+00,6.00e+00,
346,7.00e+00,6.80e+00,
347,6.80e+00,6.00e+00,
348,7.00e+00,6.80e+00,
349,6.80e+00,6.00e+00,
350,7.00e+00,6.80e+00,
351,6.80e+00,6.00e+00,
352,7.00e+00,6.80e+00,
353,6.80e+00,6.00e+00,
354,7.00e+00,6.40e+00,
355,6.80e+00,6.00e+00,
356,7.00e+00,6.00e+00,
357,6.80e+00,6.80e+00,
358,7.00e+00,6.00e+00,
359,6.80e+00,6.40e+00,
360,7.00e+00,6.00e+00,
361,6.80e+00,6.80e+00,
362,7.00e+00,6.40e+00,
363,6.80e+00,6.00e+00,
364,7.00e+00,6.40e+00,
365,6.80e+00,6.00e+00,
366,7.00e+00,6.00e+00,
367,6.80e+00,6.40e+00,
368,7.00e+00,6.40e+00,
369,6.80e+00,6.00e+00,
370,6.80e+00,6.00e+00,
371,7.00e+00,6.80e+00,
372,7.00e+00,6.00e+00,
373,6.80e+00,6.80e+00,
374,7.00e+00,6.00e+00,
375,6.80e+00,6.40e+00,
376,7.00e+00,6.40e+00,
377,6.80e+00,6.00e+00,
378,6.80e+00,6.40e+00,
379,7.00e+00,6.00e+00,
380,7.00e+00,6.00e+00,
381,6.80e+00,6.40e+00,
382,7.00e+00,6.40e+00,
383,6.80e+00,6.00e+00,
384,7.00e+00,6.40e+00,
385,6.80e+00,6.00e+00,
386,7.00e+00,6.40e+00,
387,6.80e+00,6.00e+00,
388,7.00e+00,6.00e+00,
389,6.80e+00,6.40e+00,
390,7.00e+00,6.40e+00,
391,6.80e+00,6.00e+00,
392,6.80e+00,6.00e+00,
393,7.00e+00,6.80e+00,
394,7.00e+00,6.40e+00,
395,6.80e+00,6.00e+00,
396,7.00e+00,6.40e+00,
397,6.80e+00,6.00e+00,
398,7.00e+00,6.40e+00,
399,6.80e+00,6.00e+00,
400,7.00e+00,6.00e+00,
401,6.80e+00,6.80e+00,
